PCON14CD,PCON_Name,house,salary,earnings,jsa,publicsector,degree,age,nonukborn,health,turnout
W07000074,Ogmore,529000,24113,442.5,2.5,23.1,2,99.5,76.9,68.4,92.1
W07000075,Pontypridd,545000,x,501.8,1.9,28,47.2,17.2,61.5,49.2,19.6
W07000076,Caerphilly,585000,24298,470.1,3.3,29.7,40,72.5,40.5,73.7,85.3
W07000077,Islwyn,615000,24152,485.7,3,22.8,69,87.5,68.1,76.1,60.8
W07000078,Vale of Glamorgan,778750,25406,511.4,2.4,23.4,66.3,64.3,87.8,27.1,35.7
W07000079,Cardiff West,795000,23771,463.5,3.5,29.8,55.4,50.1,99.6,28.5,46.5
W07000080,Cardiff South and Penart,980000,25018,481.5,3.2,25.1,16.5,12.1,35.1,77.7,74.6
S14000001,Aberdeen North,x,28078,538.3,1.3,37,17.4,35,44.5,58.6,2.4
S14000002,Aberdeen South,x,x,584.1,0.8,9.2,32.3,78.5,22.4,82.9,77.1
S14000003,Airdrie and Shotts,x,25472,482.3,3.3,26.2,85.3,14.6,85.2,30.9,71
S14000004,Angus,x,23153,448.5,2,27.5,0.1,93.9,79.8,23.5,60
S14000005,Argyll and Bute,x,25869,475.2,1.8,30.6,38.3,12,14.4,6.9,16.1
S14000006,"Ayr, Carrick and Cumnock",x,27784,516.5,3.5,34.1,51.3,96.5,76.3,98.9,53.1
S14000007,Banff and Buchan,x,24134,488.9,0.8,21.5,22.9,83.3,25.7,12.2,81.9
S14000008,"Berwickshire, Roxburgh and Selkirk",x,24429,470.4,1.8,30.4,41.6,58,35,22.5,74.7
S14000009,"Caithness, Sutherland and Easter Ross",x,26069,461.3,2.1,29.2,89.2,57.8,91.4,72,63.6
S14000010,Central Ayrshire,x,28286,535.6,3.1,19,26.7,61.2,10.5,53,36.3
S14000011,"Coatbridge, Chryston and Bellshill",x,26173,490,2.8,17.4,35.5,66.9,65.9,82,80.8
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",x,28470,519.4,2.4,23.8,69.3,74.2,99.9,63.9,74.7
S14000013,Dumfries and Galloway,x,23891,442.9,2.1,26.1,31.7,79.4,5.8,78.7,0.8
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",x,26759,500.8,1.5,29.4,60.7,14.8,94.3,79.9,99.5
S14000015,Dundee East,x,23791,463.9,2.4,22.1,98.7,1.4,76.3,18.5,78.6
S14000016,Dundee West,x,25296,490.1,3.6,36.7,82.7,78.7,10.9,83.4,4.2
S14000017,Dunfermline and West Fife,x,28454,552.5,2.1,24.1,63.5,11.2,62.4,92.9,70.3
S14000018,East Dunbartonshire,x,31201,595.5,1,20.5,66.9,44.8,15.8,22.4,25.8
S14000019,"East Kilbride, Strathaven and Lesmahagow",x,28054,523.9,2.1,26.7,1.7,48.9,12.9,23.1,58.3
S14000020,East Lothian,x,27674,538.8,1.8,25.6,93.1,70.1,91.5,44.9,80.7
S14000021,East Renfrewshire,x,31674,652.5,1.2,26.8,66.4,85.6,25,54.7,73.7
S14000022,Edinburgh East,x,27667,527,2.1,31.4,18.8,97.9,25.7,86.1,31.4
S14000023,Edinburgh North and Leith,x,30388,565.3,2.1,23.1,31.4,66.3,4,49.7,21.8
S14000024,Edinburgh South,x,33409,643.7,1.3,38.2,62.6,93.2,83.4,15.8,75.7
S14000025,Edinburgh South West,x,28170,535.4,2.1,28.3,41.6,55.4,59,48.1,83.2
S14000026,Edinburgh West,x,28193,532.6,1.6,29.8,77.3,61.1,2.9,16.2,15.5
S14000028,Falkirk,x,25778,493.8,2.3,39.6,73,74.1,46.8,70.8,19.6
S14000029,Glasgow Central,x,24503,478.4,3.5,19.6,8.1,60.1,57,86.4,94.6
S14000030,Glasgow East,x,23922,445.9,4,15.4,3.1,19.5,21.4,6.6,33.1
S14000031,Glasgow North,x,27191,539.5,2.9,22.4,58.4,60.7,55.3,71.8,90.8
S14000032,Glasgow North East,x,22927,444.3,4.6,20.4,58.4,95.1,26.2,43.9,16.2
S14000033,Glasgow North West,x,30207,582.4,3.5,32.8,42.8,64.4,6.8,68.1,98.9
S14000034,Glasgow South,x,28494,547.4,3,32.7,71.4,47.5,69.9,77.2,21.9
S14000035,Glasgow South West,x,24215,446,4.4,28.7,16.8,53,58.4,73.3,81.2
S14000036,Glenrothes,x,23858,455.7,3,44.5,84.7,32.9,72.2,53.4,44.6
S14000037,Gordon,x,32777,615.8,0.4,9.9,48.7,12.1,20.1,32,68.1
S14000038,Inverclyde,x,26187,509.4,2.7,31.8,7.1,38.9,55.4,64.6,78.9
S14000039,"Inverness, Nairn, Badenoch and Strathspey",x,25511,489.9,0.8,30.6,74.5,8.5,54.9,41.3,53.8
S14000040,Kilmarnock and Loudoun,x,28565,537.5,3.5,34.8,71.7,29.9,24.4,36.5,0.4
S14000041,Kirkcaldy and Cowdenbeath,x,28152,527.3,3.5,31.5,12.3,3.3,54.5,47.2,4.7
S14000042,Lanark and Hamilton East,x,28026,547.9,2.8,34.6,57,68.1,98.9,93.6,57
S14000043,Linlithgow and East Falkirk,x,26627,520.4,2.3,21.2,4.6,31.5,67.9,8.1,8.6
S14000044,Livingston,x,26308,503.2,1.8,21,34.5,84.9,28.7,13.1,24.7
S14000045,Midlothian,x,25138,475.5,1.9,25.9,23,87.2,66.8,7.6,41.1
S14000046,Moray,x,23201,434.3,1.2,25.8,64.6,91.2,47.3,23.7,25.2
S14000047,Motherwell and Wishaw,x,25736,481.6,3.5,40.5,85.7,51.4,44.8,44.4,44.9
S14000027,Na h-Eileanan an Iar,x,24735,461.8,2.1,42.2,58.5,32.2,43,10.6,80.5
S14000048,North Ayrshire and Arran,x,27948,514.7,4,26.3,50.4,71.7,73.1,72.8,81.8
S14000049,North East Fife,x,26382,522.6,1.3,14.9,29,78.4,76.9,35.4,96.5
S14000050,Ochil and South Perthshire,x,24023,462.5,2.1,17.9,62,46.3,4,83.2,37
S14000051,Orkney and Shetland,x,27677,350,0.7,38.1,78.3,48.9,98.8,85.6,70.5
S14000052,Paisley and Renfrewshire North,x,29923,588.6,2.2,9.4,68.2,28.5,36.1,79,92.5
S14000053,Paisley and Renfrewshire South,x,26687,508.2,3.2,42.6,22.5,86.4,48.4,19.4,44.6
S14000054,Perth and North Perthshire,x,x,503.2,1.4,26.1,11.7,79.9,2,41.2,5.4
S14000055,"Ross, Skye and Lochaber",x,25987,521.8,1.3,26.8,22.6,42.4,14,43,87.8
S14000056,Rutherglen and Hamilton West,x,26149,480.8,3,20,22.4,77.9,48.7,65.3,54.9
S14000057,Stirling,x,28707,571,1.8,21,96.3,59.4,56.7,32.4,11.6
S14000058,West Aberdeenshire and Kincardine,x,32754,638.3,0.4,11.4,100,94.3,1.2,44.7,36.8
S14000059,West Dunbartonshire,x,25703,479.7,3.7,39.1,0.2,83.5,28.4,9.6,34.9
N06000001,Belfast East,x,x,480.5,4.3,x,91,74,7.7,5.6,43.9
N06000002,Belfast North,x,22060,460.2,7.1,x,8.7,63.7,21.5,79.9,66.6
N06000003,Belfast South,x,30574,523.5,3.4,x,67.5,62.6,32.4,89.4,54.9
N06000004,Belfast West,x,20724,390.7,7.1,x,52.9,90.9,91.9,13.1,94.5
N06000005,East Antrim,x,25028,484.2,3.2,x,74.5,65.5,40.4,77.3,33.9
N06000006,East Londonderry,x,22008,411.8,4.4,x,47.7,86.5,0.6,32.1,91.6
N06000007,Fermanagh and South Tyrone,x,21471,396.6,3.7,x,16.9,12.5,43.8,52.1,28.3
N06000008,Foyle,x,22067,425.5,8.2,x,45.3,13,54.2,84.8,33.9
N06000009,Lagan Valley,x,25860,478.3,2.7,x,50.4,66.7,35.5,70.1,13.7
N06000010,Mid Ulster,x,22099,431.5,3,x,70.2,8.4,36.9,45.5,62.2
N06000011,Newry and Armagh,x,23650,472.7,4.2,x,52,15,82.1,12.2,15.3
N06000012,North Antrim,x,22763,430.4,3.6,x,50.4,99.2,26.3,44.7,69
N06000013,North Down,x,24790,463.2,3.2,x,76.9,53.8,39.3,30.2,12.5
N06000014,South Antrim,x,25506,483.8,2.6,x,34.1,11.5,53,92.7,47.9
N06000015,South Down,x,23012,449.7,3.7,x,23.7,42.2,93.7,19,16.4
N06000016,Strangford,x,24297,459.4,3.7,x,60.8,3.1,27.5,45.5,96.7
N06000017,Upper Bann,x,23641,447,3.9,x,66.2,79.9,87.4,20.6,86.4
N06000018,West Tyrone,x,23688,433,5.2,x,95.9,5.6,69,98.9,55.6
